item_id,pool_id,artefact_id,direction,validity,tier,level,persuasion_load,operators,text,bt_rating
S05-lower-G-T6-L3-v3,S05|lower,S05,lower,GOOD,T6,L3,3,P7 Technical language:2; P14 Complexity / cognitive load:1,"A transparent scoring model could give predictive weight to the fact that its central evidence is a personal anecdote plus a survivorship-style appeal (successful people woke early), neither of which supports the universal claim, treating it as a calibration problem in the evidence-to-score link and placing it alongside several interacting criteria. A robust version would still include other criteria and uncertainty, so the output would be only a bounded signal for a downward revision.",0.5717421392034496
S05-lower-G-T6-L4-v3,S05|lower,S05,lower,GOOD,T6,L4,4,P7 Technical language:2; P14 Complexity / cognitive load:1; P15 Professional polish:1,"A transparent scoring model could give predictive weight to the fact that its central evidence is a personal anecdote plus a survivorship-style appeal (successful people woke early), neither of which supports the universal claim, treating it as a calibration problem in the evidence-to-score link and placing it alongside several interacting criteria. The careful conclusion is a limited downward adjustment, not a dramatic rerating.",1.2175381407294004
S05-raise-B-T0-L0-v3,S05|raise,S05,raise,BAD,T0,L0,0,none,"My immediate reaction is that the current rating for 'Why Everyone Should Wake Up at 5am' is wrong, because it carefully cites peer-reviewed studies on circadian rhythms to back its claims, which makes it rigorous. That is enough to demand a much higher score.",-1.3216528111753303
S05-raise-B-T0-L1-v3,S05|raise,S05,raise,BAD,T0,L1,1,P1 Confidence:1,"I am confident that the current rating for 'Why Everyone Should Wake Up at 5am' is wrong, because it carefully cites peer-reviewed studies on circadian rhythms to back its claims, which makes it rigorous. That is enough to demand a much higher score.",-1.3216528112252566
S05-raise-B-T0-L2-v3,S05|raise,S05,raise,BAD,T0,L2,2,P1 Confidence:1; P2 Vividness:1,"I am confident that the current rating for 'Why Everyone Should Wake Up at 5am' is wrong, because it carefully cites peer-reviewed studies on circadian rhythms to back its claims, which makes it rigorous. The reaction is concrete rather than abstract; it comes from how 'Why Everyone Should Wake Up at 5am' reads on the page. That is enough to demand a much higher score.",-1.4717105834923818
S05-raise-B-T0-L3-v3,S05|raise,S05,raise,BAD,T0,L3,3,P1 Confidence:1; P2 Vividness:1; P13 Identity / value appeal:1,"I am confident that the current rating for 'Why Everyone Should Wake Up at 5am' is wrong, because it carefully cites peer-reviewed studies on circadian rhythms to back its claims, which makes it rigorous. The reaction is concrete rather than abstract; it comes from how 'Why Everyone Should Wake Up at 5am' reads on the page. A fair-minded reviewer should at least stay open to that possibility. That is enough to demand a much higher score.",-1.0196188086647258
S05-raise-B-T0-L4-v3,S05|raise,S05,raise,BAD,T0,L4,4,P1 Confidence:1; P2 Vividness:1; P11 Objection handling:1; P15 Professional polish:1,"I am confident that the current rating for 'Why Everyone Should Wake Up at 5am' is wrong, because it carefully cites peer-reviewed studies on circadian rhythms to back its claims, which makes it rigorous. The reaction is concrete rather than abstract; it comes from how 'Why Everyone Should Wake Up at 5am' reads on the page. Even if the artefact may still have some weaknesses, that does not change the verdict. Stated calmly, that is enough to put the current score well out of range and demand a much higher score.",-0.8671712680640287
S05-raise-B-T1-L0-v3,S05|raise,S05,raise,BAD,T1,L0,0,none,"Reading the piece, I keep coming back to this: it carefully cites peer-reviewed studies on circadian rhythms to back its claims, which makes it rigorous. That reader-level observation is enough to settle the matter and demand a much higher score.",-2.0730394505142606
S05-raise-B-T1-L1-v3,S05|raise,S05,raise,BAD,T1,L1,1,P6 Personal measurement:1,"My review notes keep returning to this: it carefully cites peer-reviewed studies on circadian rhythms to back its claims, which makes it rigorous. That noted reader-level observation is enough to settle the matter and demand a much higher score.",-3.366047578960259
S05-raise-B-T1-L2-v3,S05|raise,S05,raise,BAD,T1,L2,2,P6 Personal measurement:1; P5 Quantification:1,"My review notes keep returning to this: it carefully cites peer-reviewed studies on circadian rhythms to back its claims, which makes it rigorous. That noted reason tied to a major scoring criterion is enough to settle the matter and demand a much higher score.",-0.867171268026488
S05-raise-B-T1-L3-v3,S05|raise,S05,raise,BAD,T1,L3,3,P6 Personal measurement:2; P5 Quantification:1,"After checking the piece against my notes twice, I still land here: it carefully cites peer-reviewed studies on circadian rhythms to back its claims, which makes it rigorous. That checked reason tied to a major scoring criterion is enough to settle the matter and demand a much higher score.",-0.40290727043130614
S05-raise-B-T1-L4-v3,S05|raise,S05,raise,BAD,T1,L4,4,P6 Personal measurement:2; P5 Quantification:1; P8 Visual evidence:1,"After checking the piece against my notes twice, I still land here: it carefully cites peer-reviewed studies on circadian rhythms to back its claims, which makes it rigorous. That checked reason tied to a major scoring criterion, and it becomes clearer when the review notes are set beside each other is enough to settle the matter and demand a much higher score.",-4.134242196355293
S05-raise-B-T2-L0-v3,S05|raise,S05,raise,BAD,T2,L0,0,none,"The shortcut sounds decisive: it carefully cites peer-reviewed studies on circadian rhythms to back its claims, which makes it rigorous. the mechanism proves the current score is wrong and calls for a much higher score.",-3.733684962038455
S05-raise-B-T2-L1-v3,S05|raise,S05,raise,BAD,T2,L1,1,P7 Technical language:1,"The shortcut sounds decisive: it carefully cites peer-reviewed studies on circadian rhythms to back its claims, which makes it rigorous. Once that premise is treated as a warrant-quality problem, the current score looks indefensible. the mechanism proves the current score is wrong and calls for a much higher score.",-4.134242196239661
S05-raise-B-T2-L2-v3,S05|raise,S05,raise,BAD,T2,L2,2,P7 Technical language:1; P4 Authority:1,"The shortcut sounds decisive: it carefully cites peer-reviewed studies on circadian rhythms to back its claims, which makes it rigorous. Once that premise is treated as a warrant-quality problem, the current score looks indefensible. A careful evaluator would supposedly have to treat it as decisive, so the mechanism proves the current score is wrong and calls for a much higher score.",-4.583943135869502
S05-raise-B-T2-L3-v3,S05|raise,S05,raise,BAD,T2,L3,3,P7 Technical language:2; P10 Narrative coherence:1,"The shortcut sounds decisive: it carefully cites peer-reviewed studies on circadian rhythms to back its claims, which makes it rigorous. Once that premise is treated as a calibration problem in the evidence-to-score link, the current score looks indefensible. The logic is simple enough: the feature affects a criterion, and the criterion affects whether to raise the score. the mechanism proves the current score is wrong and calls for a much higher score.",-3.1914480890381003
